date,open,high,low,close,volume,code,name
2021-09-13,51.73785714285715,52.495,49.91642857142857,50.57357142857143,15411506.0,600760,中航沈飞
2021-09-14,50.987857142857145,51.97357142857143,49.930714285714295,50.28785714285715,18137672.0,600760,中航沈飞
2021-09-15,50.059285714285714,51.23785714285715,48.230714285714285,50.56642857142858,20459725.0,600760,中航沈飞
2021-09-16,50.21642857142857,50.923571428571435,48.93071428571429,49.10214285714286,13232044.0,600760,中航沈飞
2021-09-17,49.18071428571429,49.83071428571429,46.073571428571434,48.00928571428571,20177009.0,600760,中航沈飞
2021-09-22,47.295,50.57357142857143,46.85928571428571,49.20928571428572,16826056.0,600760,中航沈飞
2021-09-23,49.22357142857143,51.645,49.22357142857143,51.28785714285714,23403384.0,600760,中航沈飞
2021-09-24,51.045,51.60214285714286,50.43785714285715,50.695,11707366.0,600760,中航沈飞
2021-09-27,50.28785714285715,51.03785714285715,47.345000000000006,48.730714285714285,17397237.0,600760,中航沈飞
2021-09-28,48.673571428571435,49.32357142857143,48.337857142857146,48.38785714285714,11741402.0,600760,中航沈飞
2021-09-29,47.916428571428575,48.337857142857146,45.57357142857143,45.58071428571429,17005361.0,600760,中航沈飞
2021-09-30,46.066428571428574,47.27357142857144,46.02357142857144,47.03071428571429,11576534.0,600760,中航沈飞
2021-10-08,47.430714285714295,47.63071428571429,45.38071428571429,45.78785714285714,10736201.0,600760,中航沈飞
2021-10-11,46.10928571428572,48.323571428571434,45.895,46.580714285714286,13995279.0,600760,中航沈飞
2021-10-12,46.43071428571429,46.43071428571429,44.22357142857143,44.873571428571424,13585142.0,600760,中航沈飞
2021-10-13,41.78785714285715,44.23785714285716,41.10928571428572,44.05928571428572,26589158.0,600760,中航沈飞
2021-10-14,43.46642857142857,47.15214285714286,43.337857142857146,46.22357142857144,21855706.0,600760,中航沈飞
2021-10-15,46.21642857142858,46.58071428571429,45.745000000000005,46.15928571428572,10828825.0,600760,中航沈飞
2021-10-18,46.19500000000001,47.94500000000001,46.18785714285714,47.580714285714286,11966628.0,600760,中航沈飞
2021-10-19,47.60928571428572,47.745000000000005,46.309285714285714,46.73071428571429,10823837.0,600760,中航沈飞
2021-10-20,46.73071428571429,47.80214285714286,46.60928571428572,47.737857142857145,11812259.0,600760,中航沈飞
2021-10-21,47.22357142857143,47.90214285714286,46.602142857142866,47.23071428571429,8636747.0,600760,中航沈飞
2021-10-22,47.18785714285715,47.659285714285716,46.63071428571429,47.43785714285714,7383626.0,600760,中航沈飞
2021-10-25,47.78071428571429,48.86642857142857,47.18785714285715,48.63071428571429,13601131.0,600760,中航沈飞
2021-10-26,48.595000000000006,49.11642857142858,48.237857142857145,48.82357142857144,10132617.0,600760,中航沈飞
2021-10-27,49.68785714285715,50.40214285714286,48.64500000000001,49.666428571428575,15989658.0,600760,中航沈飞
2021-10-28,48.98071428571429,51.259285714285724,48.97357142857143,50.173571428571435,16537223.0,600760,中航沈飞
2021-10-29,50.40214285714286,52.38071428571429,49.13785714285715,52.18785714285715,25761410.0,600760,中航沈飞
2021-11-01,53.28785714285715,54.38785714285714,51.745000000000005,52.18785714285715,27956531.0,600760,中航沈飞
2021-11-02,52.545,55.48785714285715,52.33071428571429,54.30928571428572,30317329.0,600760,中航沈飞
2021-11-03,53.61642857142858,53.759285714285724,51.45214285714286,53.345000000000006,20048627.0,600760,中航沈飞
2021-11-04,52.97357142857143,54.60214285714286,52.61642857142857,54.02357142857143,16279836.0,600760,中航沈飞
2021-11-05,53.62357142857144,54.36642857142857,52.237857142857145,52.25928571428572,12048667.0,600760,中航沈飞
2021-11-08,51.65928571428572,52.95928571428572,51.11642857142858,52.795,8785314.0,600760,中航沈飞
2021-11-09,52.509285714285724,54.68785714285715,52.28071428571429,53.90214285714286,17861045.0,600760,中航沈飞
2021-11-10,53.85928571428572,54.97357142857144,52.545,53.245000000000005,15713305.0,600760,中航沈飞
2021-11-11,52.545,53.830714285714286,52.03071428571429,53.58071428571429,12745523.0,600760,中航沈飞
2021-11-12,53.58071428571429,55.316428571428574,53.409285714285716,55.02357142857144,21994106.0,600760,中航沈飞
2021-11-15,54.97357142857144,55.54500000000001,52.545,52.745000000000005,22091176.0,600760,中航沈飞
2021-11-16,52.173571428571435,53.55928571428572,49.78071428571429,50.159285714285716,26707522.0,600760,中航沈飞
2021-11-17,50.159285714285716,51.395,49.10928571428572,50.67357142857143,17880998.0,600760,中航沈飞
2021-11-18,50.430714285714295,52.15214285714286,49.545,51.295,16903765.0,600760,中航沈飞
2021-11-19,51.11642857142858,51.45928571428572,50.55928571428572,50.730714285714285,12140485.0,600760,中航沈飞
2021-11-22,50.71642857142857,50.94500000000001,49.68785714285715,50.52357142857144,17934377.0,600760,中航沈飞
2021-11-23,50.54500000000001,50.54500000000001,48.97357142857143,49.587857142857146,15338864.0,600760,中航沈飞
2021-11-24,49.61642857142858,50.045,48.25928571428572,48.55214285714286,14589499.0,600760,中航沈飞
2021-11-25,48.54500000000001,48.96642857142857,47.795,48.030714285714296,11811788.0,600760,中航沈飞
2021-11-26,48.030714285714296,48.88071428571429,47.65214285714286,48.230714285714285,11273807.0,600760,中航沈飞
2021-11-29,47.545,50.009285714285724,47.066428571428574,49.90214285714286,21252849.0,600760,中航沈飞
2021-11-30,49.83071428571429,51.45214285714286,49.75928571428572,50.38785714285715,18070031.0,600760,中航沈飞
2021-12-01,50.40214285714286,50.895,49.83071428571429,50.295,10531059.0,600760,中航沈飞
2021-12-02,50.295,50.66642857142858,49.87357142857144,49.90928571428572,8568935.0,600760,中航沈飞
2021-12-03,50.40214285714286,52.28785714285715,50.40214285714286,51.759285714285724,20888007.0,600760,中航沈飞
2021-12-06,51.65214285714286,52.10928571428572,50.87357142857143,51.47357142857143,13538128.0,600760,中航沈飞
2021-12-07,51.445,51.97357142857143,48.70214285714287,49.36642857142857,16353194.0,600760,中航沈飞
2021-12-08,49.65214285714286,50.25928571428572,49.352142857142866,50.080714285714286,10013737.0,600760,中航沈飞
2021-12-09,49.752142857142864,50.10214285714286,48.97357142857143,49.28785714285715,12390128.0,600760,中航沈飞
2021-12-10,49.29500000000001,49.60928571428572,48.759285714285724,49.01642857142858,11706102.0,600760,中航沈飞
2021-12-13,48.730714285714285,49.18785714285715,48.18071428571429,48.88071428571429,11204480.0,600760,中航沈飞
2021-12-14,48.573571428571434,49.88785714285715,48.47357142857143,49.08071428571429,13919259.0,600760,中航沈飞
2021-12-15,49.045,49.32357142857143,48.28785714285715,48.330714285714286,9461333.0,600760,中航沈飞
2021-12-16,48.330714285714286,49.145,48.330714285714286,49.03785714285715,8593769.0,600760,中航沈飞
2021-12-17,48.65214285714286,49.15214285714286,47.43785714285714,47.47357142857144,12617332.0,600760,中航沈飞
2021-12-20,46.987857142857145,47.745000000000005,45.37357142857143,45.68071428571429,15504725.0,600760,中航沈飞
2021-12-21,45.67357142857143,46.88785714285714,45.423571428571435,46.759285714285724,8877300.0,600760,中航沈飞
2021-12-22,46.759285714285724,47.20928571428572,46.47357142857143,46.595000000000006,6383358.0,600760,中航沈飞
2021-12-23,46.595000000000006,47.18785714285715,45.97357142857143,46.395,7577062.0,600760,中航沈飞
2021-12-24,46.395,46.71642857142858,45.54500000000001,45.97357142857143,7193920.0,600760,中航沈飞
2021-12-27,45.95928571428572,46.316428571428574,45.25928571428572,45.416428571428575,6373009.0,600760,中航沈飞
2021-12-28,45.43785714285715,46.095000000000006,44.77357142857144,46.095000000000006,7569005.0,600760,中航沈飞
