run,date,cash,market_value,equity,n_pos,exposure_pct
portfolio_slip2,2024-12-10,4043.24,7042.98,11086.21,3,63.529
portfolio_slip2,2024-12-11,5765.89,5327.41,11093.3,2,48.024
portfolio_slip2,2024-12-12,5765.89,5365.36,11131.25,2,48.201
portfolio_slip2,2024-12-13,5765.89,5269.75,11035.64,2,47.752
portfolio_slip2,2024-12-16,2916.25,8039.05,10955.3,3,73.38
portfolio_slip2,2024-12-17,2916.25,7967.28,10883.53,3,73.205
portfolio_slip2,2024-12-18,2916.25,8067.57,10983.82,3,73.45
portfolio_slip2,2024-12-19,2916.25,8192.12,11108.37,3,73.747
portfolio_slip2,2024-12-20,2916.25,8322.17,11238.42,3,74.051
portfolio_slip2,2024-12-23,2916.25,8184.1,11100.35,3,73.728
portfolio_slip2,2024-12-24,2916.25,8246.07,11162.32,3,73.874
portfolio_slip2,2024-12-25,8112.64,2934.66,11047.3,1,26.565
portfolio_slip2,2024-12-26,8112.64,3081.25,11193.88,1,27.526
portfolio_slip2,2024-12-27,8112.64,3071.27,11183.91,1,27.462
portfolio_slip2,2024-12-30,8112.64,3158.03,11270.66,1,28.02
portfolio_slip2,2024-12-31,11068.19,0.0,11068.19,0,0.0
portfolio_slip2,2025-01-02,3196.7,7554.95,10751.64,3,70.268
portfolio_slip2,2025-01-03,10561.14,0.0,10561.14,0,0.0
portfolio_slip2,2025-01-06,10561.14,0.0,10561.14,0,0.0
portfolio_slip2,2025-01-07,8304.99,2260.77,10565.76,1,21.397
portfolio_slip2,2025-01-08,8304.99,2221.18,10526.17,1,21.101
portfolio_slip2,2025-01-09,8304.99,2221.18,10526.17,1,21.101
portfolio_slip2,2025-01-10,8304.99,2185.35,10490.34,1,20.832
portfolio_slip2,2025-01-13,10415.67,0.0,10415.67,0,0.0
portfolio_slip2,2025-01-14,10415.67,0.0,10415.67,0,0.0
portfolio_slip2,2025-01-15,8171.8,2187.24,10359.04,1,21.114
portfolio_slip2,2025-01-16,8171.8,2167.44,10339.24,1,20.963
portfolio_slip2,2025-01-17,8171.8,2257.95,10429.74,1,21.649
portfolio_slip2,2025-01-20,8171.8,2323.94,10495.74,1,22.142
portfolio_slip2,2025-01-21,8171.8,2341.85,10513.65,1,22.274
portfolio_slip2,2025-01-22,8171.8,2361.65,10533.45,1,22.42
portfolio_slip2,2025-01-23,8171.8,2319.23,10491.02,1,22.107
portfolio_slip2,2025-01-24,5552.42,5065.3,10617.72,2,47.706
portfolio_slip2,2025-01-27,5552.42,4845.6,10398.02,2,46.601
portfolio_slip2,2025-02-05,5552.42,4924.38,10476.8,2,47.003
portfolio_slip2,2025-02-06,5552.42,5100.37,10652.79,2,47.878
portfolio_slip2,2025-02-07,5552.42,5339.48,10891.9,2,49.022
portfolio_slip2,2025-02-10,5552.42,5304.06,10856.48,2,48.856
portfolio_slip2,2025-02-11,5552.42,5320.09,10872.51,2,48.932
portfolio_slip2,2025-02-12,5552.42,5394.49,10946.9,2,49.279
portfolio_slip2,2025-02-13,7974.31,2842.89,10817.21,1,26.281
portfolio_slip2,2025-02-14,7974.31,3022.94,10997.25,1,27.488
portfolio_slip2,2025-02-17,7974.31,3082.62,11056.93,1,27.88
portfolio_slip2,2025-02-18,9057.2,1927.38,10984.58,1,17.546
portfolio_slip2,2025-02-19,9057.2,1943.15,11000.35,1,17.664
portfolio_slip2,2025-02-20,9057.2,1984.54,11041.73,1,17.973
portfolio_slip2,2025-02-21,9057.2,1917.53,10974.73,1,17.472
portfolio_slip2,2025-02-24,9057.2,1937.24,10994.43,1,17.62
portfolio_slip2,2025-02-25,9057.2,1913.59,10970.78,1,17.443
portfolio_slip2,2025-02-26,9057.2,1889.94,10947.14,1,17.264
portfolio_slip2,2025-02-27,9057.2,1849.54,10906.74,1,16.958
portfolio_slip2,2025-02-28,3745.91,6910.84,10656.75,3,64.849
portfolio_slip2,2025-03-03,6575.78,3985.74,10561.52,2,37.738
portfolio_slip2,2025-03-04,6575.78,4055.12,10630.91,2,38.145
portfolio_slip2,2025-03-05,4112.16,6612.9,10725.06,3,61.658
portfolio_slip2,2025-03-06,4112.16,6741.66,10853.82,3,62.113
portfolio_slip2,2025-03-07,4112.16,6759.36,10871.53,3,62.175
portfolio_slip2,2025-03-10,4112.16,6682.58,10794.74,3,61.906
portfolio_slip2,2025-03-11,4112.16,6657.46,10769.62,3,61.817
portfolio_slip2,2025-03-12,4112.16,6765.74,10877.9,3,62.197
portfolio_slip2,2025-03-13,4112.16,6641.54,10753.7,3,61.76
portfolio_slip2,2025-03-14,4112.16,6772.54,10884.7,3,62.221
portfolio_slip2,2025-03-17,4112.16,6714.69,10826.85,3,62.019
portfolio_slip2,2025-03-18,4112.16,6800.91,10913.07,3,62.319
portfolio_slip2,2025-03-19,4112.16,6689.06,10801.23,3,61.929
portfolio_slip2,2025-03-20,4112.16,6677.42,10789.59,3,61.888
portfolio_slip2,2025-03-21,4112.16,6571.55,10683.71,3,61.51
portfolio_slip2,2025-03-24,5641.3,5139.65,10780.96,2,47.673
portfolio_slip2,2025-03-25,5641.3,5132.69,10773.99,2,47.64
portfolio_slip2,2025-03-26,5641.3,5047.66,10688.96,2,47.223
portfolio_slip2,2025-03-27,8259.35,2333.37,10592.72,1,22.028
portfolio_slip2,2025-03-28,8259.35,2310.74,10570.09,1,21.861
portfolio_slip2,2025-03-31,10541.6,0.0,10541.6,0,0.0
portfolio_slip2,2025-04-01,8025.66,2513.63,10539.29,1,23.85
portfolio_slip2,2025-04-02,8025.66,2503.96,10529.63,1,23.78
portfolio_slip2,2025-04-03,8025.66,2461.42,10487.09,1,23.471
portfolio_slip2,2025-04-07,10234.82,0.0,10234.82,0,0.0
portfolio_slip2,2025-04-08,8168.24,2095.88,10264.12,1,20.42
portfolio_slip2,2025-04-09,8168.24,2179.64,10347.87,1,21.064
portfolio_slip2,2025-04-10,8168.24,2352.08,10520.31,1,22.357
portfolio_slip2,2025-04-11,8168.24,2532.4,10700.64,1,23.666
portfolio_slip2,2025-04-14,8168.24,2718.64,10886.87,1,24.972
portfolio_slip2,2025-04-15,8168.24,2730.46,10898.7,1,25.053
portfolio_slip2,2025-04-16,8168.24,2951.18,11119.42,1,26.541
portfolio_slip2,2025-04-17,11118.8,0.0,11118.8,0,0.0
portfolio_slip2,2025-04-18,11118.8,0.0,11118.8,0,0.0
portfolio_slip2,2025-04-21,11118.8,0.0,11118.8,0,0.0
portfolio_slip2,2025-04-22,11118.8,0.0,11118.8,0,0.0
portfolio_slip2,2025-04-23,11118.8,0.0,11118.8,0,0.0
portfolio_slip2,2025-04-24,8324.54,2724.55,11049.08,1,24.659
portfolio_slip2,2025-04-25,8324.54,2670.35,10994.89,1,24.287
portfolio_slip2,2025-04-28,10908.49,0.0,10908.49,0,0.0
portfolio_slip2,2025-04-29,10908.49,0.0,10908.49,0,0.0
portfolio_slip2,2025-04-30,10908.49,0.0,10908.49,0,0.0
portfolio_slip2,2025-05-06,10908.49,0.0,10908.49,0,0.0
portfolio_slip2,2025-05-07,10908.49,0.0,10908.49,0,0.0
portfolio_slip2,2025-05-08,8199.14,2627.0,10826.13,1,24.265
portfolio_slip2,2025-05-09,8199.14,2647.69,10846.82,1,24.41
portfolio_slip2,2025-05-12,10734.74,0.0,10734.74,0,0.0
portfolio_slip2,2025-05-13,10734.74,0.0,10734.74,0,0.0
portfolio_slip2,2025-05-14,8134.0,2594.48,10728.48,1,24.183
portfolio_slip2,2025-05-15,8134.0,2569.84,10703.85,1,24.009
portfolio_slip2,2025-05-16,8134.0,2565.9,10699.9,1,23.981
portfolio_slip2,2025-05-19,8134.0,2564.92,10698.92,1,23.974
portfolio_slip2,2025-05-20,8134.0,2595.46,10729.46,1,24.19
portfolio_slip2,2025-05-21,8134.0,2741.3,10875.3,1,25.207
portfolio_slip2,2025-05-22,8134.0,2708.78,10842.78,1,24.982
portfolio_slip2,2025-05-23,8134.0,2794.51,10928.51,1,25.571
portfolio_slip2,2025-05-26,8134.0,2750.17,10884.17,1,25.268
portfolio_slip2,2025-05-27,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-05-28,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-05-29,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-05-30,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-03,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-04,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-05,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-06,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-09,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-10,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-11,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-12,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-13,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-16,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-17,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-18,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-19,10801.28,0.0,10801.28,0,0.0
portfolio_slip2,2025-06-20,8117.6,2660.5,10778.1,1,24.684
portfolio_slip2,2025-06-23,8117.6,2641.78,10759.37,1,24.553
portfolio_slip2,2025-06-24,10629.27,0.0,10629.27,0,0.0
portfolio_slip2,2025-06-25,10629.27,0.0,10629.27,0,0.0
portfolio_slip2,2025-06-26,10629.27,0.0,10629.27,0,0.0
portfolio_slip2,2025-06-27,10629.27,0.0,10629.27,0,0.0
portfolio_slip2,2025-06-30,10629.27,0.0,10629.27,0,0.0
portfolio_slip2,2025-07-01,10629.27,0.0,10629.27,0,0.0
portfolio_slip2,2025-07-02,10629.27,0.0,10629.27,0,0.0
portfolio_slip2,2025-07-03,10629.27,0.0,10629.27,0,0.0
portfolio_slip2,2025-07-04,10629.27,0.0,10629.27,0,0.0
portfolio_slip2,2025-07-07,5342.35,5260.41,10602.76,2,49.614
portfolio_slip2,2025-07-08,5342.35,5330.61,10672.96,2,49.945
portfolio_slip2,2025-07-09,5342.35,5287.47,10629.82,2,49.742
portfolio_slip2,2025-07-10,5342.35,5299.42,10641.77,2,49.798
portfolio_slip2,2025-07-11,5342.35,5325.32,10667.67,2,49.92
portfolio_slip2,2025-07-14,5342.35,5340.94,10683.29,2,49.993
portfolio_slip2,2025-07-15,5342.35,5286.09,10628.44,2,49.735
portfolio_slip2,2025-07-16,5342.35,5250.71,10593.06,2,49.567
portfolio_slip2,2025-07-17,5342.35,5305.26,10647.61,2,49.826
portfolio_slip2,2025-07-18,5342.35,5297.91,10640.26,2,49.791
portfolio_slip2,2025-07-21,5342.35,5470.64,10812.99,2,50.593
portfolio_slip2,2025-07-22,5342.35,5563.29,10905.63,2,51.013
portfolio_slip2,2025-07-23,5342.35,5465.1,10807.45,2,50.568
portfolio_slip2,2025-07-24,5342.35,5563.58,10905.93,2,51.014
portfolio_slip2,2025-07-25,5342.35,5488.42,10830.77,2,50.674
portfolio_slip2,2025-07-28,5342.35,5492.44,10834.79,2,50.693
portfolio_slip2,2025-07-29,5342.35,5462.79,10805.14,2,50.557
portfolio_slip2,2025-07-30,5342.35,5435.17,10777.51,2,50.431
portfolio_slip2,2025-07-31,7935.69,2753.19,10688.89,1,25.758
portfolio_slip2,2025-08-01,4679.73,6015.0,10694.73,2,56.243
portfolio_slip2,2025-08-04,4679.73,6023.74,10703.47,2,56.278
portfolio_slip2,2025-08-05,4679.73,6134.64,10814.38,2,56.727
portfolio_slip2,2025-08-06,4679.73,6129.21,10808.94,2,56.705
portfolio_slip2,2025-08-07,4679.73,6127.74,10807.47,2,56.699
portfolio_slip2,2025-08-08,4679.73,6228.71,10908.44,2,57.1
portfolio_slip2,2025-08-11,4679.73,6264.23,10943.96,2,57.239
portfolio_slip2,2025-08-12,4679.73,6284.37,10964.1,2,57.318
portfolio_slip2,2025-08-13,4679.73,6347.04,11026.77,2,57.56
portfolio_slip2,2025-08-14,4679.73,6282.91,10962.64,2,57.312
portfolio_slip2,2025-08-15,4679.73,6502.21,11181.94,2,58.149
portfolio_slip2,2025-08-18,4679.73,6437.96,11117.69,2,57.907
portfolio_slip2,2025-08-19,4679.73,6428.96,11108.69,2,57.873
portfolio_slip2,2025-08-20,4679.73,6458.36,11138.09,2,57.984
portfolio_slip2,2025-08-21,4679.73,6408.67,11088.4,2,57.796
portfolio_slip2,2025-08-22,4679.73,6454.91,11134.64,2,57.971
portfolio_slip2,2025-08-25,4679.73,6666.26,11345.99,2,58.754
portfolio_slip2,2025-08-26,4679.73,6757.81,11437.54,2,59.084
portfolio_slip2,2025-08-27,4679.73,6599.09,11278.82,2,58.509
portfolio_slip2,2025-08-28,4679.73,6711.87,11391.6,2,58.919
portfolio_slip2,2025-08-29,8023.31,3228.29,11251.6,1,28.692
portfolio_slip2,2025-09-01,8023.31,3208.41,11231.72,1,28.566
portfolio_slip2,2025-09-02,4989.53,6121.77,11111.31,2,55.095
portfolio_slip2,2025-09-03,8054.81,2980.8,11035.61,1,27.011
portfolio_slip2,2025-09-04,8526.79,2251.18,10777.97,1,20.887
portfolio_slip2,2025-09-05,7664.8,3217.4,10882.2,1,29.566
portfolio_slip2,2025-09-08,5714.64,5259.51,10974.15,2,47.926
portfolio_slip2,2025-09-09,5714.64,5092.68,10807.32,2,47.123
portfolio_slip2,2025-09-10,5714.64,5173.51,10888.15,2,47.515
portfolio_slip2,2025-09-11,5714.64,5376.21,11090.85,2,48.474
portfolio_slip2,2025-09-12,5714.64,5358.28,11072.92,2,48.391
portfolio_slip2,2025-09-15,5326.6,5694.51,11021.11,2,51.669
portfolio_slip2,2025-09-16,2300.82,8769.55,11070.37,3,79.216
portfolio_slip2,2025-09-17,2300.82,8800.42,11101.24,3,79.274
portfolio_slip2,2025-09-18,5693.28,5423.24,11116.52,2,48.785
portfolio_slip2,2025-09-19,5693.28,5422.06,11115.33,2,48.78
portfolio_slip2,2025-09-22,4190.42,7033.8,11224.22,3,62.666
portfolio_slip2,2025-09-23,4190.42,6817.63,11008.06,3,61.933
portfolio_slip2,2025-09-24,4190.42,7003.07,11193.5,3,62.564
portfolio_slip2,2025-09-25,4190.42,7164.12,11354.54,3,63.095
portfolio_slip2,2025-09-26,4190.42,7038.79,11229.21,3,62.683
portfolio_slip2,2025-09-29,4190.42,7039.55,11229.97,3,62.685
portfolio_slip2,2025-09-30,4190.42,7179.57,11370.0,3,63.145
portfolio_slip2,2025-10-09,4190.42,7477.26,11667.68,3,64.085
portfolio_slip2,2025-10-10,9527.97,1931.95,11459.93,1,16.858
portfolio_slip2,2025-10-13,5565.1,5970.64,11535.74,2,51.758
portfolio_slip2,2025-10-14,5565.1,5646.14,11211.24,2,50.361
portfolio_slip2,2025-10-15,2757.11,8647.74,11404.85,3,75.825
portfolio_slip2,2025-10-16,2757.11,8494.47,11251.58,3,75.496
portfolio_slip2,2025-10-17,3319.32,7447.67,10766.99,3,69.171
portfolio_slip2,2025-10-20,3319.32,7745.82,11065.14,3,70.002
portfolio_slip2,2025-10-21,3319.32,7850.3,11169.62,3,70.283
portfolio_slip2,2025-10-22,2571.34,8372.21,10943.55,4,76.504
portfolio_slip2,2025-10-23,2556.03,8260.32,10816.35,4,76.369
portfolio_slip2,2025-10-24,2556.03,8456.15,11012.18,4,76.789
portfolio_slip2,2025-10-27,2556.03,8618.44,11174.47,4,77.126
portfolio_slip2,2025-10-28,2556.03,8505.64,11061.67,4,76.893
portfolio_slip2,2025-10-29,2556.03,8672.76,11228.79,4,77.237
portfolio_slip2,2025-10-30,2556.03,8639.27,11195.3,4,77.169
portfolio_slip2,2025-10-31,739.77,10196.93,10936.7,5,93.236
portfolio_slip2,2025-11-03,3145.36,7701.12,10846.48,4,71.001
portfolio_slip2,2025-11-04,3145.36,7417.14,10562.5,4,70.221
portfolio_slip2,2025-11-05,3045.85,7586.84,10632.7,4,71.354
portfolio_slip2,2025-11-06,3045.85,7839.24,10885.09,4,72.018
portfolio_slip2,2025-11-07,3045.85,7807.77,10853.63,4,71.937
portfolio_slip2,2025-11-10,3045.85,7882.6,10928.46,4,72.129
portfolio_slip2,2025-11-11,1340.8,9472.7,10813.5,5,87.601
portfolio_slip2,2025-11-12,3384.65,7370.41,10755.05,4,68.53
portfolio_slip2,2025-11-13,3384.65,7550.32,10934.97,4,69.047
portfolio_slip2,2025-11-14,3384.65,7384.09,10768.73,4,68.57
portfolio_slip2,2025-11-17,6336.21,4283.36,10619.57,3,40.335
portfolio_slip2,2025-11-18,7264.86,3296.53,10561.39,2,31.213
portfolio_slip2,2025-11-19,8858.84,1687.25,10546.1,1,15.999
portfolio_slip2,2025-11-20,8858.84,1675.41,10534.25,1,15.904
portfolio_slip2,2025-11-21,10431.87,0.0,10431.87,0,0.0
portfolio_slip2,2025-11-24,7334.82,3079.39,10414.21,1,29.569
portfolio_slip2,2025-11-25,7334.82,3066.48,10401.3,1,29.482
portfolio_slip2,2025-11-26,7334.82,3047.11,10381.94,1,29.35
portfolio_slip2,2025-11-27,7334.82,3053.57,10388.39,1,29.394
portfolio_slip2,2025-11-28,7334.82,3047.11,10381.94,1,29.35
portfolio_slip2,2025-12-01,7334.82,3105.21,10440.04,1,29.743
portfolio_slip2,2025-12-02,7334.82,3066.48,10401.3,1,29.482
portfolio_slip2,2025-12-03,7334.82,3189.14,10523.96,1,30.304
portfolio_slip2,2025-12-04,7334.82,3169.77,10504.59,1,30.175
portfolio_slip2,2025-12-05,7334.82,3440.91,10775.74,1,31.932
portfolio_slip2,2025-12-08,7334.82,3369.9,10704.72,1,31.48
portfolio_slip2,2025-12-09,10548.73,0.0,10548.73,0,0.0
portfolio_slip2,2025-12-10,10548.73,0.0,10548.73,0,0.0
portfolio_slip2,2025-12-11,7328.77,3189.14,10517.91,1,30.321
portfolio_slip2,2025-12-12,7328.77,3230.02,10558.8,1,30.591
portfolio_slip2,2025-12-15,7328.77,3155.06,10483.84,1,30.095
portfolio_slip2,2025-12-16,7328.77,3134.62,10463.4,1,29.958
portfolio_slip2,2025-12-17,7328.77,3189.14,10517.91,1,30.321
portfolio_slip2,2025-12-18,7328.77,3175.51,10504.28,1,30.231
portfolio_slip2,2025-12-19,7328.77,3264.1,10592.87,1,30.814
portfolio_slip2,2025-12-22,7328.77,3284.54,10613.31,1,30.947
portfolio_slip2,2025-12-23,7328.77,3420.83,10749.6,1,31.823
portfolio_slip2,2025-12-24,7328.77,3441.27,10770.04,1,31.952
portfolio_slip2,2025-12-25,7328.77,3414.01,10742.79,1,31.78
portfolio_slip2,2025-12-26,5507.2,5447.28,10954.48,2,49.727
portfolio_slip2,2025-12-29,5507.2,5362.95,10870.14,2,49.336
portfolio_slip2,2025-12-30,5507.2,5415.47,10922.67,2,49.58
portfolio_slip2,2025-12-31,5507.2,5467.15,10974.35,2,49.818
portfolio_slip2,2026-01-05,3041.26,8040.77,11082.03,3,72.557
portfolio_slip2,2026-01-06,3041.26,8131.69,11172.95,3,72.78
portfolio_slip2,2026-01-07,3041.26,8280.6,11321.86,3,73.138
portfolio_slip2,2026-01-08,3041.26,8174.42,11215.68,3,72.884
portfolio_slip2,2026-01-09,3041.26,8276.21,11317.48,3,73.128
portfolio_slip2,2026-01-12,3041.26,8272.7,11313.96,3,73.119
portfolio_slip2,2026-01-13,3041.26,8124.95,11166.21,3,72.764
portfolio_slip2,2026-01-14,3041.26,8311.27,11352.53,3,73.211
portfolio_slip2,2026-01-15,3041.26,8318.92,11360.18,3,73.229
portfolio_slip2,2026-01-16,3041.26,8459.89,11501.15,3,73.557
portfolio_slip2,2026-01-19,3041.26,8798.76,11840.02,3,74.314
portfolio_slip2,2026-01-20,3041.26,9177.08,12218.34,3,75.109
portfolio_slip2,2026-01-21,3041.26,9148.33,12189.6,3,75.05
portfolio_slip2,2026-01-22,3565.85,8453.25,12019.11,3,70.332
portfolio_slip2,2026-01-23,3565.85,8800.9,12366.75,3,71.166
portfolio_slip2,2026-01-26,3565.85,9375.72,12941.57,3,72.447
portfolio_slip2,2026-01-27,3565.85,9259.08,12824.93,3,72.196
portfolio_slip2,2026-01-28,3565.85,9776.04,13341.89,3,73.273
portfolio_slip2,2026-01-29,10975.19,2206.11,13181.3,1,16.737
portfolio_slip2,2026-01-30,6677.8,6476.14,13153.94,2,49.233
portfolio_slip2,2026-02-02,4984.83,7561.09,12545.92,3,60.267
portfolio_slip2,2026-02-03,3022.12,9717.25,12739.36,4,76.277
portfolio_slip2,2026-02-04,3022.12,9616.73,12638.85,4,76.089
portfolio_slip2,2026-02-05,5988.45,6276.21,12264.66,3,51.173
portfolio_slip2,2026-02-06,9974.12,2080.07,12054.19,1,17.256
portfolio_slip2,2026-02-09,9974.12,2173.26,12147.39,1,17.891
portfolio_slip2,2026-02-10,6808.4,5306.75,12115.15,2,43.803
portfolio_slip2,2026-02-11,4538.34,7508.27,12046.61,3,62.327
portfolio_slip2,2026-02-12,4538.34,7773.64,12311.98,3,63.139
portfolio_slip2,2026-02-13,4538.34,7636.16,12174.5,3,62.723
portfolio_slip2,2026-02-24,4538.34,7772.7,12311.04,3,63.136
portfolio_slip2,2026-02-25,4538.34,7885.06,12423.4,3,63.469
portfolio_slip2,2026-02-26,4538.34,7989.37,12527.7,3,63.774
portfolio_slip2,2026-02-27,4538.34,8112.88,12651.22,3,64.127
portfolio_slip2,2026-03-02,4538.34,8061.22,12599.55,3,63.98
portfolio_slip2,2026-03-03,12193.04,0.0,12193.04,0,0.0
portfolio_slip2,2026-03-04,12193.04,0.0,12193.04,0,0.0
portfolio_slip2,2026-03-05,12193.04,0.0,12193.04,0,0.0
portfolio_slip2,2026-03-06,5835.51,6342.75,12178.26,2,52.083
portfolio_slip2,2026-03-09,4548.73,7647.23,12195.96,2,62.703
portfolio_slip2,2026-03-10,4548.73,7619.57,12168.29,2,62.618
portfolio_slip2,2026-03-11,4548.73,7715.57,12264.3,2,62.911
portfolio_slip2,2026-03-12,4548.73,7918.21,12466.93,2,63.514
portfolio_slip2,2026-03-13,4548.73,7643.99,12192.72,2,62.693
portfolio_slip2,2026-03-16,9382.07,2532.99,11915.06,1,21.259
portfolio_slip2,2026-03-17,6688.06,5035.36,11723.42,2,42.951
portfolio_slip2,2026-03-18,6688.06,5267.63,11955.7,2,44.06
portfolio_slip2,2026-03-19,6688.06,5244.95,11933.01,2,43.953
portfolio_slip2,2026-03-20,9292.5,2554.41,11846.9,1,21.562
portfolio_slip2,2026-03-23,11726.44,0.0,11726.44,0,0.0
portfolio_slip2,2026-03-24,11726.44,0.0,11726.44,0,0.0
portfolio_slip2,2026-03-25,11726.44,0.0,11726.44,0,0.0
portfolio_slip2,2026-03-26,11726.44,0.0,11726.44,0,0.0
portfolio_slip2,2026-03-27,9104.13,2688.59,11792.72,1,22.799
portfolio_slip2,2026-03-30,9104.13,2881.41,11985.54,1,24.041
portfolio_slip2,2026-03-31,9104.13,2990.74,12094.87,1,24.727
portfolio_slip2,2026-04-01,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-02,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-03,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-07,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-08,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-09,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-10,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-13,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-14,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-15,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-16,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-17,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-20,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-21,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-22,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-23,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-24,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-27,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-28,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-29,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-04-30,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-06,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-07,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-08,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-11,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-12,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-13,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-14,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-15,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-18,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-19,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-20,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-21,11965.92,0.0,11965.92,0,0.0
portfolio_slip2,2026-05-22,8992.0,2978.93,11970.93,1,24.885
portfolio_slip2,2026-05-25,8992.0,3096.65,12088.65,1,25.616
portfolio_slip2,2026-05-26,8992.0,2883.16,11875.16,1,24.279
portfolio_slip2,2026-05-27,7882.5,3789.25,11671.75,1,32.465
portfolio_slip2,2026-05-28,7728.82,4027.41,11756.24,1,34.258
portfolio_slip2,2026-05-29,7728.82,4193.4,11922.22,1,35.173
portfolio_slip2,2026-06-01,2471.38,9066.35,11537.73,3,78.58
portfolio_slip2,2026-06-02,2471.38,9248.1,11719.48,3,78.912
portfolio_slip2,2026-06-03,2471.38,9206.73,11678.12,3,78.837
portfolio_slip2,2026-06-04,2471.38,9116.54,11587.92,3,78.673
portfolio_slip2,2026-06-05,5883.79,5518.82,11402.61,2,48.4
portfolio_slip2,2026-06-08,11107.92,0.0,11107.92,0,0.0
portfolio_slip2,2026-06-09,11107.92,0.0,11107.92,0,0.0
portfolio_slip2,2026-06-10,7684.31,3344.92,11029.23,1,30.328
portfolio_slip2,2026-06-11,7684.31,3310.0,10994.31,1,30.107
portfolio_slip2,2026-06-12,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-15,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-16,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-17,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-18,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-22,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-23,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-24,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-25,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-26,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-29,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-06-30,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-07-01,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-07-02,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-07-03,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-07-06,10889.23,0.0,10889.23,0,0.0
portfolio_slip2,2026-07-07,10889.23,0.0,10889.23,0,0.0
